Date,Open,High,Low,Close,Volume,Adj Close
2008-06-26,8.5,8.59,8.16,8.35,12273300,7.534
2008-06-27,8.08,8.1,7.52,7.62,14449100,6.875
2008-06-30,7.5,8.03,7.39,7.89,8373100,7.119
2008-07-01,7.8,8.0,7.62,7.76,5687000,7.001
2008-07-02,7.81,8.38,7.8,8.09,14054300,7.2989999999999995
2008-07-03,7.87,8.5,7.77,8.41,17790000,7.587999999999999
2008-07-04,8.42,9.06,8.35,9.0,28596900,8.12
2008-07-07,9.07,9.87,9.0,9.62,35508600,8.68
2008-07-08,9.7,9.79,9.2,9.52,26716800,8.589
2008-07-09,9.65,9.68,9.38,9.55,19602300,8.616
2008-07-10,9.44,9.76,9.19,9.21,18708100,8.31
